arm,map,ap50,ap75,ap_tiny,ap_small,precision,recall
fdr_stock,0.289659749097641,0.48468375790335755,0.29252552290080275,0.14479634888637893,0.2899815508690768,0.5691126151072722,0.49277710639408445
frequencycm_stock,0.28617480114898347,0.47958417750977145,0.29031845090890795,0.14395574915129714,0.28490162249703355,0.5677066100719492,0.48872966518590005
selector_stock,0.29233867103864936,0.4906213806479719,0.2945759054039737,0.1496789195677214,0.2923760845313492,0.5629567496608107,0.5020598099845577
fdr_oracle,0.49523029587171336,0.8235357462610604,0.4966612895461259,0.3412974851199717,0.4838530814806126,0.9885776837982656,0.8245134791927831
frequencycm_oracle,0.49297199762483807,0.8195229515616769,0.5009721985086655,0.3369784176821262,0.48429584706097367,0.987779911478573,0.8191370389217572
duplicate_fdr_oracle,0.49523029587171336,0.8235357462610604,0.4966612895461259,0.3412974851199717,0.4838530814806126,0.9885776837982656,0.8245134791927831
union_oracle,0.5511084406729178,0.8724039902271834,0.5759341705455194,0.39958301518222344,0.5430732255728808,0.9908217819754249,0.8733311765448931
