completed_epoch,stage,run_id,precision,recall,map50,map,map75,loss_giou,loss_class,loss_bbox,loss_fgl,loss_fgl_aux,loss_bbox_pre,loss_giou_pre,loss_bpdd,loss_ra_support,loss_ra_scale,bpdd_active_edge_ratio,bpdd_mean_reliability,bpdd_mean_teacher_improvement,bpdd_mixture_beats_final_ratio,bpdd_mean_mixture_advantage_over_final,bpdd_matched_queries,bpdd_eligible_edges,ra_target_mean,ra_valid_fraction,ra_scale_entropy,ra_scale_tiny_fraction,ra_scale_small_fraction,ra_scale_regular_fraction,ra_scale_tiny_recall,ra_scale_small_recall,ra_scale_regular_recall,ra_scale_positive_pixels,ra_scale_gate_mean_abs_deviation,ra_scale_gate_std,gradient_norm,fdr_gradient_norm,ra_glgm_gradient_norm,learning_rate,amp_scale,amp_skipped_steps,cuda_peak_mib,epoch_wall_seconds,last_checkpoint_sha256,last_checkpoint_bytes,milestone_checkpoint,milestone_checkpoint_sha256,disk_free_bytes
11,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.29336,0.284,0.20968,0.11796,0.11452227256416256,1.2942856550216675,0.4429605007171631,0.21758104860782623,0.6192260384559631,3.013251781463623,0.2952413856983185,1.7043379545211792,0.04189804196357727,0.009260620921850204,0.4380830228328705,0.5842680931091309,0.11470366269350052,0.43743976950645447,0.3693598806858063,0.30126461386680603,417924.0,8358480.0,0.028280388563871384,0.9983035326004028,0.44251778721809387,0.4747309386730194,0.2782627046108246,0.2470063418149948,0.8736880421638489,0.7025456428527832,0.8529918789863586,6911458.0,0.15810778737068176,0.17335188388824463,95.06266784667969,130.1551055908203,0.2900928556919098,0.02703,128.0,0,12117.66,569.019,E903700AFFDF72869AD4B47288DED35BCAE822C4D721BE62F530155B9FCE1729,207028736,,,59631198208
12,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.30427,0.30038,0.22086,0.12511,0.12244209166599189,1.2747852802276611,0.44418787956237793,0.20907984673976898,0.6621980667114258,3.1217401027679443,0.26119083166122437,1.655495285987854,0.06117953360080719,0.005713342688977718,0.42759284377098083,0.586919367313385,0.11749118566513062,0.4435701072216034,0.36768779158592224,0.28839048743247986,419227.0,8384540.0,0.014991989359259605,1.0,0.4321514070034027,0.4753863215446472,0.27926766872406006,0.24534600973129272,0.8764448165893555,0.7112154960632324,0.8572202920913696,6887693.0,0.15874585509300232,0.1739833801984787,76.75224304199219,113.59014129638672,0.1657497137784958,0.026733,128.0,0,10763.83,488.226,E90C91E4FB21B8D6B3269E9AE4E61BCD55E380C441D9C0405F7D2BAD9233DCF1,207028864,,,59631001600
13,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.32123,0.30288,0.2335,0.13224,0.1299452888086521,1.2524890899658203,0.44521284103393555,0.2045600563287735,0.5686245560646057,2.7024788856506348,0.2646891176700592,1.8406800031661987,0.07867040485143661,0.009690790437161922,0.41701164841651917,0.589586079120636,0.11781081557273865,0.4461001753807068,0.3658609986305237,0.3044615387916565,414047.0,8280940.0,0.030435938388109207,0.9951785802841187,0.4224797785282135,0.47496962547302246,0.2793467044830322,0.2456836849451065,0.8811191916465759,0.7170311212539673,0.8596926331520081,6882036.0,0.15971669554710388,0.17511674761772156,61.82176208496094,133.263671875,0.16499678790569305,0.026435999999999998,128.0,0,11985.62,457.186,A1B18248281ADB3C8D94AD0C8CBADB7120ECC81FD47A4F0A05241C0E4D9306CD,207029056,,,59630821376
14,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.3555,0.31415,0.25399,0.14457,0.1421299217520265,1.2278903722763062,0.44705283641815186,0.19964608550071716,0.8099462389945984,3.9456887245178223,0.17318250238895416,1.410774827003479,0.05167790874838829,0.007983160205185413,0.4066965878009796,0.5878099203109741,0.11700624227523804,0.43840038776397705,0.36737751960754395,0.2861263155937195,416625.0,8332500.0,0.0213963333517313,0.9884151816368103,0.40955179929733276,0.464326947927475,0.28232452273368835,0.2533484995365143,0.8804096579551697,0.7257672548294067,0.8697705268859863,6949226.0,0.16048048436641693,0.1771828681230545,84.7388687133789,136.1488494873047,0.23343093693256378,0.026139,128.0,0,11615.29,489.738,BF713D4B2C150FCAEBCB2F4C964BEA48ABACC22B20C558633BCBA5787778EDA8,207029248,,,59622244352
15,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.35424,0.32114,0.26444,0.15357,0.1522367566957588,1.2268874645233154,0.4396667182445526,0.19282013177871704,0.6496816873550415,3.2089951038360596,0.2521365284919739,1.6352180242538452,0.04376555234193802,0.006590771023184061,0.401214599609375,0.5893421769142151,0.122431680560112,0.45560550689697266,0.3674670457839966,0.28634414076805115,421511.0,8430220.0,0.017894890159368515,0.9940178394317627,0.403242290019989,0.47412222623825073,0.28319066762924194,0.24268710613250732,0.8841906189918518,0.7302445769309998,0.8638089895248413,6944819.0,0.16090397536754608,0.17625261843204498,68.73200225830078,126.48238372802734,0.20739895105361938,0.025841999999999997,128.0,0,16034.39,475.776,F7D876E5D7F50089A1571B9BBF3DDFD0151413AE8291B394E4E6A32D3D2321A1,207029440,/home/ubuntu/fdr-bpdd-ra-glgm/runs/formal-seed0-fdr_bpdd_ra_glgm-v1.1/weights/epoch14.pt,F7D876E5D7F50089A1571B9BBF3DDFD0151413AE8291B394E4E6A32D3D2321A1,59415027712
16,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.38083,0.32851,0.27754,0.16154,0.16078910111445138,1.1963462829589844,0.4425301253795624,0.19010409712791443,0.5527210235595703,2.6867592334747314,0.33970874547958374,1.9486016035079956,0.05723011866211891,0.015330588445067406,0.39467066526412964,0.5887495279312134,0.1188332810997963,0.44293418526649475,0.3662182688713074,0.27952539920806885,415381.0,8307620.0,0.03990922123193741,0.9981696605682373,0.3982263207435608,0.46435609459877014,0.28485754132270813,0.25078636407852173,0.8835054039955139,0.7369809746742249,0.8731847405433655,6919164.0,0.1608741283416748,0.17762434482574463,58.16342544555664,136.7378692626953,0.2746056914329529,0.025545,128.0,0,13281.68,492.898,CC54C76813CA48B3AC1ADF926A05A0EC8D16A2DE71CAC429F0170857C41E7EA8,207029568,,,59414835200
17,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.39131,0.34542,0.29202,0.16825,0.16642270554342378,1.186224341392517,0.440693199634552,0.1825937181711197,0.4521464705467224,2.1845271587371826,0.40764281153678894,2.0934154987335205,0.09282045066356659,0.011116965673863888,0.3883734345436096,0.5869539976119995,0.12194067239761353,0.4520069360733032,0.36882123351097107,0.2778499722480774,420132.0,8402640.0,0.02234938181936741,0.9978125095367432,0.39150679111480713,0.4726842939853668,0.2784353792667389,0.24888034164905548,0.8879163265228271,0.7344626188278198,0.8752548098564148,6916589.0,0.16255588829517365,0.17835035920143127,69.31415557861328,158.11666870117188,0.37309592962265015,0.025248,128.0,0,12040.15,463.112,D64C796B0E773D60515CF35171050384E5C931CDE0C0060BACD318E83C46C163,207029760,,,59414642688
18,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.39905,0.34749,0.30348,0.17577,0.17576445917070466,1.17525315284729,0.4381697177886963,0.18327465653419495,0.7248709201812744,3.5368854999542236,0.21587297320365906,1.5737930536270142,0.0830112025141716,0.01177981123328209,0.3865912854671478,0.587563693523407,0.12181954830884933,0.44705191254615784,0.36825424432754517,0.2638702094554901,417213.0,8344260.0,0.016344454139471054,0.9966071248054504,0.38835543394088745,0.47018492221832275,0.2830035984516144,0.24681146442890167,0.8876675367355347,0.7404031753540039,0.8735346794128418,6901612.0,0.1620427519083023,0.17808213829994202,86.74779510498047,106.02281951904297,0.4016032814979553,0.024950999999999997,128.0,0,10504.26,473.821,BA250819A3376C1FDF839F3C5830C933EB41F45F8FE139005A55C846D4CD024A,207029952,,,59414462464
19,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.41837,0.35255,0.31157,0.1808,0.1782947392685869,1.1614768505096436,0.43701934814453125,0.17835326492786407,0.5550076961517334,2.6107349395751953,0.3353438079357147,1.986631155014038,0.10372360050678253,0.011241260915994644,0.3812989294528961,0.5886015295982361,0.12283582240343094,0.44988128542900085,0.3674930930137634,0.2636305093765259,410779.0,8215580.0,0.02399953454732895,0.9984151721000671,0.3853306174278259,0.46713271737098694,0.28287041187286377,0.2499968707561493,0.888715386390686,0.7441158294677734,0.8780083656311035,6859802.0,0.16242405772209167,0.17868958413600922,68.00152587890625,135.3046875,0.44031181931495667,0.024654000000000002,128.0,0,9491.06,457.315,26F31FF246BFE13A3E063BE7D114630FFA8D6BB5D764C0731AAB02338872C9E3,207030080,,,59414265856
20,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.42004,0.35779,0.31484,0.18341,0.18267894451210384,1.1379140615463257,0.43778544664382935,0.17470067739486694,0.6523048281669617,3.164902687072754,0.30150106549263,1.8008204698562622,0.07007812708616257,0.01698159985244274,0.3780527412891388,0.5924437642097473,0.12391722202301025,0.45209813117980957,0.3651394248008728,0.25297388434410095,412982.0,8259640.0,0.03028021566569805,0.9991071224212646,0.37943655252456665,0.4632570147514343,0.2898809015750885,0.24686208367347717,0.8873618245124817,0.7521950006484985,0.8792392611503601,6889126.0,0.16164101660251617,0.1784505993127823,70.11908721923828,116.19507598876953,0.5011268258094788,0.024357,128.0,0,11018.41,462.763,72B803A23DB540ADA0CB7DC4E29323626BC0C6EB241DC24FC60167EA43CD8B76,207030272,/home/ubuntu/fdr-bpdd-ra-glgm/runs/formal-seed0-fdr_bpdd_ra_glgm-v1.1/weights/epoch19.pt,72B803A23DB540ADA0CB7DC4E29323626BC0C6EB241DC24FC60167EA43CD8B76,59207041024
21,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.41374,0.37509,0.33244,0.19209,0.1897848117605607,1.1346583366394043,0.4369000196456909,0.17377349734306335,0.7536963224411011,3.795884609222412,0.2619231939315796,1.4620792865753174,0.046763308346271515,0.016417600214481354,0.37814193964004517,0.5898067355155945,0.12066057324409485,0.44431111216545105,0.3677736222743988,0.2511877715587616,419419.0,8388380.0,0.026830408722162247,0.9993303418159485,0.38022661209106445,0.46929243206977844,0.2836305499076843,0.24707703292369843,0.8890685439109802,0.74648517370224,0.8798488974571228,6953807.0,0.16303393244743347,0.17900919914245605,71.42853546142578,84.40541076660156,0.5307720899581909,0.02406,128.0,0,14807.53,463.248,BDA70BE9F2460973B981D75240B8F95885F889FB30C603953F14583771883EC0,207030464,,,59206856704
22,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.41954,0.37206,0.32987,0.19341,0.19123997572260212,1.123835802078247,0.434655100107193,0.1677461415529251,0.7362663745880127,3.6138179302215576,0.1991272270679474,1.5072581768035889,0.06309650838375092,0.012016737833619118,0.36692216992378235,0.5926649570465088,0.12375425547361374,0.4489274322986603,0.365254670381546,0.24635638296604156,426296.0,8525920.0,0.01704447530210018,0.9984821081161499,0.37031450867652893,0.4682508707046509,0.2837810814380646,0.24796804785728455,0.8927056193351746,0.7530237436294556,0.8851916790008545,6977907.0,0.16417142748832703,0.18025945127010345,72.94154357910156,138.8819580078125,0.5942304730415344,0.023763,128.0,0,13327.31,494.701,4A2683A75E0201DA4376F05EB6729CB1F4E0F71041E36189A7745F82D2272822,207030592,,,59206668288
23,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.43675,0.37837,0.33983,0.19946,0.1997397118167009,1.1015342473983765,0.4367464780807495,0.16130712628364563,0.8123435378074646,3.9900829792022705,0.2535690367221832,1.4387606382369995,0.09262062609195709,0.010170062072575092,0.36797279119491577,0.5905959010124207,0.12344121187925339,0.4459533393383026,0.36473050713539124,0.2345212996006012,409089.0,8181780.0,0.01423991285264492,0.9929240942001343,0.36897972226142883,0.46591395139694214,0.28227484226226807,0.2518112063407898,0.8924736976623535,0.7525527477264404,0.8851439952850342,6833751.0,0.1639428585767746,0.1806284338235855,69.61592864990234,123.90451049804688,0.7177187204360962,0.023466,128.0,0,11189.55,460.092,5BA7DECDC5ECD479E627D9CF89931E03C910616CB1C703786E3012000E231ACD,207030784,,,59206483968
24,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.44715,0.38334,0.34793,0.20318,0.2012309672499828,1.0939440727233887,0.4364241361618042,0.16026273369789124,0.5377631187438965,2.5548884868621826,0.36152973771095276,1.9232920408248901,0.06905408203601837,0.013903304934501648,0.36744430661201477,0.5913283228874207,0.12438953667879105,0.44927167892456055,0.3663942515850067,0.23676326870918274,415710.0,8314200.0,0.02566617913544178,0.9772544503211975,0.36888590455055237,0.4677657186985016,0.28467878699302673,0.24755547940731049,0.892138659954071,0.7555456161499023,0.884033739566803,6876002.0,0.1636110246181488,0.17994637787342072,79.01897430419922,144.50289916992188,0.9332849383354187,0.023169,128.0,0,11830.84,460.455,CBAB0ACB2B8BC03B80879D70F836A6D54DD9A8E25FBDA9218B011A8067722B6E,207030976,,,59206287360
25,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.45329,0.39658,0.36196,0.21098,0.2098314052114676,1.0732262134552002,0.43757370114326477,0.15682826936244965,0.4538056552410126,2.089996576309204,0.4034941494464874,2.158205509185791,0.1110234409570694,0.02101270668208599,0.36432069540023804,0.5930904746055603,0.12568609416484833,0.45729774236679077,0.3638538122177124,0.23738662898540497,408292.0,8165840.0,0.025273246690630913,0.9987723231315613,0.3657270669937134,0.46048542857170105,0.28539809584617615,0.2541165053844452,0.8923709392547607,0.7565634846687317,0.8875808119773865,6830694.0,0.16379359364509583,0.18115727603435516,71.98812103271484,133.8747100830078,0.9951213002204895,0.022871999999999997,128.0,0,13787.13,477.695,E217AB150D709A573C4E13161EEF72E47E093A2A1B35B16BAA3933A3DE109F0A,207031168,/home/ubuntu/fdr-bpdd-ra-glgm/runs/formal-seed0-fdr_bpdd_ra_glgm-v1.1/weights/epoch24.pt,E217AB150D709A573C4E13161EEF72E47E093A2A1B35B16BAA3933A3DE109F0A,58997817344
26,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.45886,0.39591,0.36046,0.21186,0.21171243360457948,1.080792784690857,0.435055673122406,0.15771812200546265,0.8253456354141235,4.171030521392822,0.15637701749801636,1.2337137460708618,0.03952641040086746,0.015993908047676086,0.3589799404144287,0.5914061665534973,0.12516893446445465,0.45040953159332275,0.3646749258041382,0.22331702709197998,412605.0,8252100.0,0.0179388877004385,0.9931473135948181,0.36176806688308716,0.4680953919887543,0.2828005850315094,0.24910402297973633,0.8964211940765381,0.7591313123703003,0.8877829909324646,6831347.0,0.16490541398525238,0.18118326365947723,68.6053237915039,125.29781341552734,0.9951851963996887,0.022574999999999998,128.0,0,9899.09,496.599,95B37BD364467D7E77AFEF3317E8CC708CAAE4A2C9CA75177D7060D517B7519C,207031296,,,58998878208
27,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.46006,0.39422,0.36674,0.21484,0.21500902811275338,1.075307011604309,0.43221914768218994,0.16103847324848175,0.7583396434783936,3.8391964435577393,0.19712033867835999,1.4117441177368164,0.0829966813325882,0.021287374198436737,0.35691553354263306,0.5938034057617188,0.12610560655593872,0.45604828000068665,0.36582234501838684,0.23474489152431488,425831.0,8516620.0,0.01661405898630619,1.0,0.35902664065361023,0.4739365577697754,0.28250187635421753,0.24356156587600708,0.897313117980957,0.7594186663627625,0.8883583545684814,7010010.0,0.16520696878433228,0.1806831955909729,86.69462585449219,150.1412811279297,1.289773941040039,0.022278,128.0,0,11731.91,622.045,FDF655A82A8C17430AFBCFC3D61D8F668DD81DADDBBF1C20640CE4A1FAFF6033,207031488,,,58998689792
28,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.46937,0.3993,0.37667,0.22215,0.22215881467803156,1.051422119140625,0.43574944138526917,0.14938615262508392,0.5401396155357361,2.503387212753296,0.2485547810792923,1.9614030122756958,0.12039210647344589,0.02754732221364975,0.3586271405220032,0.5945900082588196,0.12633901834487915,0.45477020740509033,0.3635365962982178,0.2213132381439209,417299.0,8345980.0,0.02522294409573078,0.9912053346633911,0.36073267459869385,0.4687032401561737,0.28773412108421326,0.24356262385845184,0.8958685398101807,0.7628720998764038,0.8860398530960083,6898271.0,0.16402922570705414,0.1802680492401123,94.55355834960938,163.97267150878906,1.204405426979065,0.021981,128.0,0,11793.9,486.032,B3201D1E6F7BCAAA22761B12147D02967216093954A935484EC767E0FAFC5808,207031680,,,58998497280
29,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.47236,0.39923,0.3734,0.21998,0.22174515827085356,1.04482901096344,0.43363654613494873,0.15244553983211517,0.7275848984718323,3.565547466278076,0.18177072703838348,1.4835259914398193,0.07420682907104492,0.013033864088356495,0.3592120110988617,0.5953314900398254,0.1273837685585022,0.4591059386730194,0.36289411783218384,0.2242620289325714,415410.0,8308200.0,0.014539680443704128,0.9995535612106323,0.36035963892936707,0.46406498551368713,0.2851431369781494,0.25079187750816345,0.8956086039543152,0.7614853978157043,0.8886843323707581,6887990.0,0.16451048851013184,0.18135425448417664,72.69673919677734,172.18370056152344,1.2269376516342163,0.021684,128.0,0,13390.58,511.761,DA6B93C254C72B958E7C28B7131C9CA096D67D2968D89676A55A137FC7B39679,207031808,,,58998308864
