completed_epoch,stage,run_id,precision,recall,map50,map,map75,loss_giou,loss_class,loss_bbox,loss_fgl,loss_fgl_aux,loss_bbox_pre,loss_giou_pre,loss_bpdd,loss_ra_support,loss_ra_scale,bpdd_active_edge_ratio,bpdd_mean_reliability,bpdd_mean_teacher_improvement,bpdd_mixture_beats_final_ratio,bpdd_mean_mixture_advantage_over_final,bpdd_matched_queries,bpdd_eligible_edges,ra_target_mean,ra_valid_fraction,ra_scale_entropy,ra_scale_tiny_fraction,ra_scale_small_fraction,ra_scale_regular_fraction,ra_scale_tiny_recall,ra_scale_small_recall,ra_scale_regular_recall,ra_scale_positive_pixels,ra_scale_gate_mean_abs_deviation,ra_scale_gate_std,gradient_norm,fdr_gradient_norm,ra_glgm_gradient_norm,learning_rate,amp_scale,amp_skipped_steps,cuda_peak_mib,epoch_wall_seconds,last_checkpoint_sha256,last_checkpoint_bytes,milestone_checkpoint,milestone_checkpoint_sha256,disk_free_bytes
30,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.48773,0.40714,0.38913,0.22849,0.22833261874611396,1.037840723991394,0.4354434311389923,0.1482539027929306,0.9028021693229675,4.531446933746338,0.12732113897800446,1.1381182670593262,0.033221255987882614,0.020135441794991493,0.356739342212677,0.5943940877914429,0.12361153215169907,0.44879043102264404,0.36339300870895386,0.2107623964548111,424240.0,8484800.0,0.015235929749906063,0.9973883628845215,0.35691264271736145,0.47105157375335693,0.28209906816482544,0.24684934318065643,0.8973647952079773,0.7589390873908997,0.8891303539276123,6993387.0,0.1655033528804779,0.18140684068202972,85.12439727783203,137.31214904785156,1.121566891670227,0.021387,128.0,0,10649.4,596.11,672A017E3DEA46007361DA52EFF9063561FB5E4126705A1178E0C26F44A2176A,207032000,/home/ubuntu/fdr-bpdd-ra-glgm/runs/formal-seed0-fdr_bpdd_ra_glgm-v1.1/weights/epoch29.pt,672A017E3DEA46007361DA52EFF9063561FB5E4126705A1178E0C26F44A2176A,58791075840
31,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.48634,0.41364,0.38322,0.22595,0.22802115939355666,1.0346667766571045,0.4328572154045105,0.1513397991657257,0.8240261673927307,4.100072860717773,0.15574714541435242,1.3875731229782104,0.07246755808591843,0.021560033783316612,0.35721635818481445,0.5928587317466736,0.1268649399280548,0.45435550808906555,0.3629871606826782,0.20469221472740173,424342.0,8486840.0,0.013888491317629814,0.9988839030265808,0.3596787750720978,0.4636794328689575,0.28872010111808777,0.2476004809141159,0.8938427567481995,0.7660236954689026,0.8892609477043152,7003056.0,0.1641491800546646,0.18088826537132263,83.57276916503906,64.0840072631836,1.3295551538467407,0.021089999999999998,128.0,0,15684.0,486.851,B4FF2C35A6944101115D42726D01E6DCB1EF4CD9C8DC80FCB8EB044F691C4365,207032192,,,58790887424
32,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.49572,0.41818,0.39778,0.23429,0.2339075363661413,1.03567373752594,0.43161964416503906,0.1487182080745697,0.7920408844947815,3.9547128677368164,0.19569319486618042,1.3742247819900513,0.04722384363412857,0.0344911552965641,0.3532692492008209,0.5937132239341736,0.1284404695034027,0.4557287096977234,0.36150068044662476,0.2008553147315979,430340.0,8606800.0,0.028485799208283424,0.9983481764793396,0.3558877408504486,0.47331947088241577,0.28266942501068115,0.24401108920574188,0.8990873098373413,0.7611144781112671,0.8894144296646118,7020943.0,0.16572408378124237,0.18126483261585236,92.8858413696289,149.48463439941406,1.2451481819152832,0.020793,128.0,0,12964.02,594.554,5068B034CD49A5575D93A168E0F07A95AC1B300C4F90B773F9C75468177EC4AD,207032320,,,58790686720
33,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.48856,0.42319,0.39716,0.23496,0.23490176546075703,1.0174745321273804,0.4347692131996155,0.14545467495918274,0.7666652798652649,3.877166509628296,0.15170784294605255,1.3270262479782104,0.049118779599666595,0.02748185396194458,0.3518964350223541,0.5908072590827942,0.12626124918460846,0.44971922039985657,0.36309805512428284,0.20035576820373535,418753.0,8375060.0,0.026892811059951782,0.9946205019950867,0.3539312183856964,0.4660063087940216,0.28723007440567017,0.24676361680030823,0.8984028697013855,0.7667738199234009,0.8904291391372681,6938908.0,0.16479867696762085,0.18135425448417664,74.86669921875,105.40984344482422,1.2665601968765259,0.020495999999999997,128.0,0,13284.51,485.037,0A874FBEDD0C14D9231B944B59C280AAAABB95F3D193587F9590E42147F22BB4,207032512,,,58790486016
34,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.49214,0.4135,0.39384,0.23288,0.23438018003203537,1.0142079591751099,0.43418213725090027,0.14440195262432098,0.7408226728439331,3.6529171466827393,0.2154131680727005,1.515384554862976,0.06745645403862,0.03168695420026779,0.35053321719169617,0.5944504141807556,0.12592776119709015,0.4479925036430359,0.3635161519050598,0.1950511634349823,423075.0,8461500.0,0.025376908481121063,0.998839259147644,0.35173502564430237,0.47570326924324036,0.28469982743263245,0.239596888422966,0.901130735874176,0.7637492418289185,0.8887742757797241,6891300.0,0.16552294790744781,0.18078015744686127,64.5440444946289,171.61412048339844,1.652005910873413,0.020198999999999995,128.0,0,17748.4,623.377,96E99E35557806E1B7BF3ACE0E2A86891E9509C2A9453947C1A2DC1FAF86E5AD,207032704,,,58790268928
35,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.4973,0.42659,0.40304,0.23735,0.2366017589300768,1.0022629499435425,0.4344967007637024,0.1424545794725418,0.77851802110672,3.8522210121154785,0.1711536943912506,1.4195773601531982,0.0718403160572052,0.023840472102165222,0.35405418276786804,0.5908983945846558,0.12776562571525574,0.45437824726104736,0.36219996213912964,0.19092950224876404,424825.0,8496500.0,0.01989837922155857,0.9974330067634583,0.3563127815723419,0.46773260831832886,0.2872069776058197,0.24506041407585144,0.8967113494873047,0.7656036615371704,0.888880729675293,7015160.0,0.16493019461631775,0.1810348480939865,100.73262023925781,163.13185119628906,1.50928795337677,0.019901999999999996,128.0,0,10651.29,488.599,C2B231F058E49CFAC13E0EB62A5F446C1B1A0D37697FC2143E23773505CC1092,207032896,/home/ubuntu/fdr-bpdd-ra-glgm/runs/formal-seed0-fdr_bpdd_ra_glgm-v1.1/weights/epoch34.pt,C2B231F058E49CFAC13E0EB62A5F446C1B1A0D37697FC2143E23773505CC1092,58583048192
36,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.49327,0.42624,0.40112,0.23667,0.23851586305281125,0.9876314401626587,0.4373868703842163,0.134892076253891,0.6560402512550354,3.2012205123901367,0.21334868669509888,1.6768125295639038,0.07764828950166702,0.027615001425147057,0.3516475260257721,0.5915181040763855,0.12481184303760529,0.4439052939414978,0.36141419410705566,0.18045446276664734,414672.0,8293440.0,0.029517993330955505,0.9898660778999329,0.3512153923511505,0.46590501070022583,0.28498709201812744,0.24910789728164673,0.8988754749298096,0.7634907960891724,0.890986442565918,6908376.0,0.16550058126449585,0.18211549520492554,67.43096160888672,135.5555877685547,1.2394062280654907,0.019604999999999997,128.0,0,17354.11,483.487,7AE9B255F659D8934090C1EB6C8D96CA3CEA46ECE2504E6A54F8FAA79BE08F43,207033024,,,58582863872
37,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.49137,0.42978,0.40723,0.24158,0.24346513952932333,0.9842332005500793,0.4368261992931366,0.13581454753875732,0.7950952649116516,3.985323190689087,0.2858653962612152,1.4674193859100342,0.03915446996688843,0.019672701135277748,0.350490927696228,0.5903812050819397,0.12645815312862396,0.4496117830276489,0.3628038465976715,0.18000835180282593,415156.0,8303120.0,0.013834187760949135,0.9985491037368774,0.35178136825561523,0.46579012274742126,0.28534379601478577,0.24886606633663177,0.8998449444770813,0.7655419707298279,0.8908370137214661,6903854.0,0.1654796302318573,0.18209747970104218,69.41253662109375,162.08958435058594,1.4328644275665283,0.019308000000000002,128.0,0,17290.1,477.593,8F5A9574064CA259DC17FE2D2A40C9BD130665CDECBBD75BC29718B2D4029D3B,207033216,,,58582659072
38,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.51076,0.42573,0.40893,0.24243,0.24332917739898274,0.9701856970787048,0.4379182755947113,0.13202357292175293,0.7429163455963135,3.777357578277588,0.282518595457077,1.3888137340545654,0.045239463448524475,0.026529429480433464,0.34693819284439087,0.5914615392684937,0.12592245638370514,0.446661114692688,0.36110344529151917,0.1795128732919693,413070.0,8261400.0,0.019110504537820816,0.9976562261581421,0.3477213680744171,0.4619164764881134,0.2869878113269806,0.251095712184906,0.8987754583358765,0.7703239321708679,0.8951237797737122,6879536.0,0.16568875312805176,0.1826847344636917,95.56086730957031,187.59893798828125,2.0172386169433594,0.019011,128.0,0,17323.57,529.48,E6A298ACE98C6F6F6FF31D394DC93384CCB3C361FCF15BF64519C7E4DEDB11B2,207033408,,,58582462464
39,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.51291,0.43056,0.41547,0.24753,0.25104229199758743,0.9671693444252014,0.4370831251144409,0.13081280887126923,0.6112162470817566,3.0517513751983643,0.3081626892089844,1.7161749601364136,0.08631841838359833,0.030896728858351707,0.3471232056617737,0.5896799564361572,0.12392678111791611,0.4399452805519104,0.36160096526145935,0.17128108441829681,420047.0,8400940.0,0.022382358089089394,0.9978794455528259,0.34965458512306213,0.46882858872413635,0.2856582999229431,0.24551312625408173,0.901040256023407,0.7679265141487122,0.8914783000946045,6962259.0,0.1657085418701172,0.18177905678749084,84.47177124023438,58.37386703491211,1.8286620378494263,0.018714,128.0,0,12049.48,483.137,DD72A3AEBE246450DFFD6B60B47963CA73C57869667F64B02B1CDAACBCF2E52F,207033536,,,58582286336
40,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.51115,0.43695,0.41632,0.24682,0.24819095240084926,0.9671545028686523,0.4372435510158539,0.128042072057724,0.7812601923942566,3.9769928455352783,0.18581601977348328,1.3689100742340088,0.05841219425201416,0.0310171227902174,0.34654200077056885,0.5902743339538574,0.1269829422235489,0.4499693810939789,0.3614356517791748,0.17903433740139008,412998.0,8259960.0,0.024209216237068176,0.9969196319580078,0.3477505147457123,0.46224960684776306,0.28603658080101013,0.2517138123512268,0.9000388383865356,0.7695517539978027,0.8925517797470093,6884032.0,0.16595320403575897,0.18296217918395996,92.33284759521484,170.21981811523438,2.237333297729492,0.018417,128.0,0,11108.37,491.076,E8158A5A8505C17988AFBAD74BBB93EB2FE021AD497C214DA6286297F6071CAC,207033728,/home/ubuntu/fdr-bpdd-ra-glgm/runs/formal-seed0-fdr_bpdd_ra_glgm-v1.1/weights/epoch39.pt,E8158A5A8505C17988AFBAD74BBB93EB2FE021AD497C214DA6286297F6071CAC,58375053312
41,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.51412,0.43888,0.4233,0.25105,0.2523500692864319,0.955578088760376,0.43970584869384766,0.12649762630462646,0.8565828800201416,4.35763692855835,0.11895245313644409,1.1584503650665283,0.05510014295578003,0.02578621357679367,0.3478487730026245,0.5905702114105225,0.12353584170341492,0.43726083636283875,0.3611246347427368,0.17046193778514862,410894.0,8217880.0,0.015525953844189644,0.9978794455528259,0.348874568939209,0.46121999621391296,0.286271333694458,0.2525086998939514,0.899973452091217,0.7682689428329468,0.893801212310791,6822070.0,0.16579586267471313,0.18294523656368256,100.05137634277344,108.64570617675781,2.262448310852051,0.018119999999999997,128.0,0,10167.91,512.709,68B0818A2DEB5DD2AB5960BF86AA783011B42DE476EEA93E739D2C818B5FBC38,207033920,,,58374856704
42,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.52201,0.43941,0.42355,0.25119,0.2527022868230747,0.9476199150085449,0.43998661637306213,0.12792493402957916,0.7578880786895752,3.7964413166046143,0.13229405879974365,1.351609468460083,0.059267040342092514,0.029107503592967987,0.3469826579093933,0.5907226204872131,0.12396037578582764,0.44151997566223145,0.36131972074508667,0.1741872876882553,415323.0,8306460.0,0.01774408668279648,0.9975892901420593,0.3490670919418335,0.4649465084075928,0.2889862656593323,0.24606722593307495,0.8995087146759033,0.7704977989196777,0.8914813995361328,6935828.0,0.1654236912727356,0.18200482428073883,78.30988311767578,190.39527893066406,1.5685731172561646,0.017823000000000002,128.0,0,15340.86,459.96,AE9890F986B1B72121A5D954EFA562EBF43E9D4AFF83FD88CB16BA37E0F10295,207034112,,,58374680576
43,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.51801,0.4427,0.42517,0.25269,0.25381517863785347,0.9457798600196838,0.4391711950302124,0.12664680182933807,0.6569852828979492,3.164914608001709,0.24548906087875366,1.710730791091919,0.08417770266532898,0.03761136159300804,0.34408098459243774,0.5896408557891846,0.12250344455242157,0.43211349844932556,0.3602425456047058,0.16304734349250793,420604.0,8412080.0,0.024509385228157043,0.9917187690734863,0.34325969219207764,0.46892249584198,0.2864534258842468,0.2446240782737732,0.9015238881111145,0.7713443636894226,0.8932430148124695,6948110.0,0.16619935631752014,0.18226270377635956,64.78109741210938,165.36146545410156,1.9417668581008911,0.017526,128.0,0,11789.15,461.439,4EAF0B12B8612512BE700CA8B4D365B55B972A14F99EEF477F129269026A10F1,207034240,,,58374488064
44,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.53079,0.43975,0.42717,0.25417,0.2587843331725135,0.9495981335639954,0.43763697147369385,0.1272505223751068,0.6461265087127686,3.1472890377044678,0.14606305956840515,1.6540791988372803,0.08510230481624603,0.03942658379673958,0.339185893535614,0.5876802206039429,0.12524878978729248,0.44431272149086,0.361617773771286,0.1724700778722763,421286.0,8425720.0,0.01829935796558857,0.9931696057319641,0.34180688858032227,0.4732228219509125,0.28407424688339233,0.242702916264534,0.9058498740196228,0.7714419364929199,0.8928549885749817,6973402.0,0.16687121987342834,0.1823660135269165,116.32089233398438,176.8566131591797,2.0064122676849365,0.017229,128.0,0,11922.51,640.663,C9431D88936CAAA551DC17D54BCB0C57ABAADCCA55B8BFEC839B8191648190F5,207034432,,,58374287360
45,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.53437,0.4424,0.43052,0.2566,0.2590364197879349,0.9493182301521301,0.4377698004245758,0.12784014642238617,0.8195627927780151,4.081151962280273,0.14864133298397064,1.2502257823944092,0.044189147651195526,0.03154843673110008,0.3433593511581421,0.5895611643791199,0.12638287246227264,0.4498823285102844,0.36137905716896057,0.17380540072917938,420540.0,8410800.0,0.01499760989099741,0.9992634057998657,0.3445480167865753,0.4681873023509979,0.28426045179367065,0.24755224585533142,0.9021780490875244,0.7693551778793335,0.8945145010948181,6963023.0,0.1663586050271988,0.18269290030002594,91.12902069091797,168.60723876953125,1.7328749895095825,0.016932,128.0,0,11682.75,463.403,DCC4945E7D7F9D55C628F0F279727085399F3430C4C71E0B561856AF50CCE91A,207034624,/home/ubuntu/fdr-bpdd-ra-glgm/runs/formal-seed0-fdr_bpdd_ra_glgm-v1.1/weights/epoch44.pt,DCC4945E7D7F9D55C628F0F279727085399F3430C4C71E0B561856AF50CCE91A,58167062528
46,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.52848,0.44971,0.43325,0.25871,0.26009336002206795,0.9348816871643066,0.4377796947956085,0.12539291381835938,0.7160499095916748,3.589345932006836,0.27890291810035706,1.595313549041748,0.056454114615917206,0.03402908518910408,0.33878782391548157,0.5867529511451721,0.12245604395866394,0.4353767931461334,0.3607398569583893,0.16957524418830872,418628.0,8372560.0,0.01624881662428379,0.9999107122421265,0.3407013416290283,0.46816855669021606,0.2840672433376312,0.24776418507099152,0.905044436454773,0.7721437215805054,0.896102786064148,6943574.0,0.16687317192554474,0.18316827714443207,83.2691879272461,165.16229248046875,2.0764496326446533,0.016635,128.0,0,11683.17,583.452,657D153BA3F052082BFF9225B5C8E8FE1F7DEA9F8762B6820A2A89AD6B22264C,207034752,,,58166861824
47,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.52806,0.44898,0.43764,0.26001,0.263082270398686,0.9327890276908875,0.4375271797180176,0.12691630423069,0.7840763330459595,3.853280782699585,0.12915591895580292,1.4110146760940552,0.0637248232960701,0.04373989999294281,0.3367760479450226,0.5880773663520813,0.12095516175031662,0.431709349155426,0.36277294158935547,0.16939076781272888,420302.0,8406040.0,0.015773983672261238,0.9930133819580078,0.336141437292099,0.4688267707824707,0.2833631932735443,0.2478100210428238,0.9044742584228516,0.7728603482246399,0.8988985419273376,6949731.0,0.16732119023799896,0.18355706334114075,125.8991470336914,150.40757751464844,3.544529914855957,0.016338000000000002,128.0,0,11347.18,505.705,51578D0B01F3DD3AF15B5F104FA4BA7BF61C6ED1DE96CCE8FD9E29546BD9052B,207034944,,,58166677504
48,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.53172,0.44962,0.43502,0.26012,0.2632319823195083,0.9205710887908936,0.43901684880256653,0.11739091575145721,0.6620867848396301,3.2814548015594482,0.2384893298149109,1.7130308151245117,0.10720597952604294,0.03524508699774742,0.33671844005584717,0.5883379578590393,0.1235961839556694,0.4374585747718811,0.36065831780433655,0.1626647412776947,418936.0,8378720.0,0.025931481271982193,0.9953794479370117,0.33966103196144104,0.46763813495635986,0.28253573179244995,0.24982613325119019,0.9056564569473267,0.772209644317627,0.8967782258987427,6936096.0,0.1673147827386856,0.18372324109077454,88.97711944580078,171.80958557128906,1.4592866897583008,0.016041,128.0,0,14898.04,596.583,6E9421CD9240FB12C4D7AE6F9C88A4B4E300F8494E54ED5F2D876371C48E0781,207035136,,,58166472704
49,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.54384,0.44614,0.44222,0.26317,0.26470439652046573,0.913550615310669,0.438419371843338,0.11832065135240555,0.7470772862434387,3.7401375770568848,0.14823678135871887,1.4162243604660034,0.06263794749975204,0.03161098062992096,0.33725932240486145,0.5873857140541077,0.1211395114660263,0.42926228046417236,0.3605721592903137,0.15996035933494568,424781.0,8495620.0,0.01918272115290165,0.9965848326683044,0.3383027911186218,0.47320830821990967,0.2845294177532196,0.24226228892803192,0.9063342809677124,0.7734405398368835,0.8942334651947021,6993734.0,0.1670796275138855,0.18260838091373444,106.97885131835938,155.08909606933594,2.2616238594055176,0.015744,128.0,0,14640.77,584.663,9D4213785C2D92FEBEAFA84C628107565F3A5729E12DF47FFC66C31E4B371363,207035264,,,58166280192
50,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.54038,0.45444,0.44037,0.26438,0.2669372510746497,0.9021565318107605,0.44053220748901367,0.116001658141613,0.6869401931762695,3.3879106044769287,0.17833222448825836,1.5905500650405884,0.09218736737966537,0.04917797073721886,0.3392682671546936,0.5856603980064392,0.11840774863958359,0.41739076375961304,0.36073559522628784,0.1516995131969452,412683.0,8253660.0,0.020989133045077324,0.9983035326004028,0.3380427956581116,0.4642115831375122,0.28349724411964417,0.25229117274284363,0.9040550589561462,0.7714095711708069,0.8970395922660828,6850945.0,0.167262002825737,0.18408752977848053,97.16563415527344,164.6970672607422,1.9451210498809814,0.015447,128.0,0,15893.38,614.553,FD016CF3A6B3AFD7FD5012B79F6E658094A5A081A19375153D89CC8542E432C1,207035456,/home/ubuntu/fdr-bpdd-ra-glgm/runs/formal-seed0-fdr_bpdd_ra_glgm-v1.1/weights/epoch49.pt,FD016CF3A6B3AFD7FD5012B79F6E658094A5A081A19375153D89CC8542E432C1,57959038976
51,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.53712,0.45765,0.4468,0.26722,0.26952370078676935,0.9059122800827026,0.44048845767974854,0.11759059876203537,0.7942187786102295,4.104926586151123,0.12188103049993515,1.1497228145599365,0.03767462447285652,0.026387205347418785,0.3381444811820984,0.587778627872467,0.12159447371959686,0.42631208896636963,0.35958370566368103,0.1508304625749588,416212.0,8324240.0,0.01301563810557127,0.9993303418159485,0.33957943320274353,0.46494048833847046,0.28760427236557007,0.24745523929595947,0.9038053154945374,0.775387167930603,0.8945344090461731,6883083.0,0.1663789451122284,0.1830960214138031,86.05023193359375,194.93124389648438,2.0973026752471924,0.01515,128.0,0,16450.96,483.311,A40D054D4493C9EF8A2D3C43E6B4D880CBF25B83E99763DA20F2F700E8557181,207035648,,,57958842368
52,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.54649,0.45356,0.44835,0.26826,0.2711467836161698,0.8926627039909363,0.44268152117729187,0.11415383219718933,0.8050181269645691,4.11055326461792,0.16102290153503418,1.2230173349380493,0.06644485890865326,0.032480739057064056,0.3358202278614044,0.5846303701400757,0.11682647466659546,0.41046011447906494,0.3603297770023346,0.1428409218788147,418562.0,8371240.0,0.0170083437114954,0.9952232241630554,0.3379850387573242,0.46794959902763367,0.2836814522743225,0.24836896359920502,0.9071723222732544,0.7732042670249939,0.8967925906181335,6949725.0,0.1671922504901886,0.18351809680461884,88.84879302978516,167.63937377929688,2.5429131984710693,0.014852999999999998,128.0,0,11543.64,589.219,9E75B36D2796ADFA7F42B7ED2945114A82DD70CCB7B98DE8396502A0CA02F238,207035840,,,57958658048
53,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.53983,0.45216,0.4425,0.26566,0.2684157441251108,0.8961400985717773,0.4404204487800598,0.11788281798362732,0.8428844809532166,4.196430683135986,0.14023014903068542,1.2822458744049072,0.05257878825068474,0.046353235840797424,0.33554694056510925,0.5852646827697754,0.11651620268821716,0.41219884157180786,0.35961082577705383,0.14974863827228546,417514.0,8350280.0,0.016430392861366272,0.9989508986473083,0.33494192361831665,0.470329225063324,0.28491711616516113,0.2447536587715149,0.9056651592254639,0.773972749710083,0.8971276879310608,6892183.0,0.1672300398349762,0.18322131037712097,104.90615844726562,181.28561401367188,2.146544933319092,0.014555999999999998,128.0,0,10331.61,493.741,A42C9173BCA7F0D86BA84F6DB8D2C099A7E9D5D17E557337A643780863F65710,207035968,,,57958461440
54,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.5393,0.46222,0.44885,0.26864,0.2695930795814541,0.8928903937339783,0.43992841243743896,0.1165541261434555,0.8877040147781372,4.535439491271973,0.1384354531764984,1.0563530921936035,0.04379423335194588,0.0403343103826046,0.333390474319458,0.5857158303260803,0.11757262051105499,0.41724300384521484,0.36003848910331726,0.1492130607366562,423739.0,8474780.0,0.01698962040245533,0.9944196343421936,0.3340769410133362,0.4694845974445343,0.2834457457065582,0.24706964194774628,0.9068217277526855,0.7742058634757996,0.8988820314407349,6984557.0,0.16741038858890533,0.18363790214061737,104.63179779052734,203.00962829589844,2.517455577850342,0.014258999999999999,128.0,0,12797.56,603.31,9E8E15858AF0CDF136BC3BB8D6092FDEF905FDB68C54A11375C8464F5F777BA4,207036160,,,57958273024
55,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.54083,0.46839,0.45194,0.27071,0.2744732085904509,0.8730961084365845,0.4441358149051666,0.10975667834281921,0.9329440593719482,4.737358570098877,0.11217167973518372,0.9901143908500671,0.040298812091350555,0.03753403201699257,0.3343355059623718,0.5841541290283203,0.11653418838977814,0.40987104177474976,0.36016646027565,0.14048351347446442,409371.0,8187420.0,0.012357003055512905,0.9872544407844543,0.3377697467803955,0.4616783559322357,0.289404034614563,0.2489176094532013,0.903492271900177,0.7779240012168884,0.8988984823226929,6824957.0,0.1663500815629959,0.1832740157842636,101.14385223388672,235.1003875732422,2.3814170360565186,0.013961999999999999,128.0,0,11114.15,546.382,61F9F1A5F0B0095A468C29DBEF5FEDFA790E64EA36B2F7948255D9D2D4CD2025,207036352,/home/ubuntu/fdr-bpdd-ra-glgm/runs/formal-seed0-fdr_bpdd_ra_glgm-v1.1/weights/epoch54.pt,61F9F1A5F0B0095A468C29DBEF5FEDFA790E64EA36B2F7948255D9D2D4CD2025,57751035904
56,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.5461,0.46169,0.45154,0.26998,0.27436931955202737,0.8640251159667969,0.44551363587379456,0.1076464056968689,0.8423296809196472,4.279854774475098,0.12091030180454254,1.215529441833496,0.0758185014128685,0.03340902552008629,0.3337043523788452,0.5827881693840027,0.11247479170560837,0.39873990416526794,0.3601362109184265,0.13609567284584045,416878.0,8337560.0,0.014483274891972542,0.9969865679740906,0.33346477150917053,0.4679702818393707,0.28512856364250183,0.24690113961696625,0.9057259559631348,0.7762306332588196,0.8979305028915405,6940697.0,0.16737990081310272,0.1836768388748169,92.28799438476562,221.7255096435547,2.4543373584747314,0.013664999999999998,128.0,0,10492.53,587.19,5906AF33AF626140AC073013371F439C0F2B8EA2279FDA1484AD19606CAB514C,207036480,,,57750831104
57,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.54372,0.46948,0.4537,0.27323,0.276543584326343,0.8760107755661011,0.4439094662666321,0.11002924293279648,0.781467854976654,3.8810853958129883,0.16196775436401367,1.3511499166488647,0.050782714039087296,0.034954983741045,0.3310405910015106,0.5822257995605469,0.11540033668279648,0.4072593152523041,0.3606318235397339,0.14109191298484802,416913.0,8338260.0,0.01949387602508068,0.9881249666213989,0.3318961262702942,0.47182077169418335,0.2825824022293091,0.24559682607650757,0.9093184471130371,0.7734391093254089,0.8985602855682373,6915073.0,0.1681571751832962,0.18391649425029755,86.79635620117188,222.17349243164062,2.544801950454712,0.013367999999999998,128.0,0,13275.79,581.624,1E0EB446EA2ADFE2189DE79915290A6AF23AEBDA83894FA9C6026AEDC7BE2AAE,207036672,,,57750622208
58,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.54539,0.47218,0.4589,0.2759,0.2798469686609303,0.861588716506958,0.44442734122276306,0.10521692037582397,0.845053493976593,4.2458906173706055,0.10582251101732254,1.2074086666107178,0.06858410686254501,0.03098413720726967,0.33431893587112427,0.5786186456680298,0.11135402321815491,0.3904103636741638,0.36004889011383057,0.13088606297969818,412957.0,8259140.0,0.010568587109446526,0.999218761920929,0.3333539664745331,0.4609358012676239,0.28832823038101196,0.25073596835136414,0.9033048748970032,0.7779847979545593,0.8987684845924377,6907884.0,0.16705222427845,0.18413092195987701,127.97991943359375,201.8814239501953,2.718243360519409,0.013071000000000001,128.0,0,14167.82,591.091,AF1E56421FBB86FAB339FFFC1EC26595703161F7B1F6BC3CCD5BC759091AE3F5,207036864,,,57750425600
59,formal,fdr_bpdd_ra_glgm-formal-seed0-1023444c2347-3b82a7c8eddc,0.54362,0.47136,0.45663,0.2742,0.27819287120571456,0.8678280711174011,0.4419296383857727,0.10784900933504105,0.6947861313819885,3.4062774181365967,0.24808816611766815,1.6481478214263916,0.07041703909635544,0.050477635115385056,0.32762473821640015,0.5799614787101746,0.11473516374826431,0.4052763879299164,0.35961011052131653,0.13313300907611847,415958.0,8319160.0,0.02144833467900753,0.998816967010498,0.3302564024925232,0.4736456274986267,0.27808433771133423,0.24827003479003906,0.9107015132904053,0.773245096206665,0.902190089225769,6886828.0,0.1689029186964035,0.1845732182264328,103.4590072631836,230.11016845703125,2.7600443363189697,0.012774000000000002,128.0,0,10149.31,567.255,AD590FEF40807A794F4A7828320CA6C3A1D9E56921ABDA6ED29B60C1EA4A672C,207036992,,,57750237184
