epoch,precision,recall,f1,ap50,ap75,map50_95,loss_bpdd,loss_ra_support,loss_ra_scale,fdr_gradient_norm,ra_glgm_gradient_norm,amp_skipped_steps,cuda_peak_mib,epoch_wall_seconds
34,0.49214,0.4135,0.44940570204496266,0.39384,0.23438018003203537,0.23288,0.06745645403862,0.03168695420026779,0.35053321719169617,171.61412048339844,1.652005910873413,0,17748.4,623.377
35,0.4973,0.42659,0.45923910205760426,0.40304,0.2366017589300768,0.23735,0.0718403160572052,0.023840472102165222,0.35405418276786804,163.13185119628906,1.50928795337677,0,10651.29,488.599
36,0.49327,0.42624,0.4573118395667257,0.40112,0.23851586305281125,0.23667,0.07764828950166702,0.027615001425147057,0.3516475260257721,135.5555877685547,1.2394062280654907,0,17354.11,483.487
37,0.49137,0.42978,0.4585159824132877,0.40723,0.24346513952932333,0.24158,0.03915446996688843,0.019672701135277748,0.350490927696228,162.08958435058594,1.4328644275665283,0,17290.1,477.593
38,0.51076,0.42573,0.46438478745101386,0.40893,0.24332917739898274,0.24243,0.045239463448524475,0.026529429480433464,0.34693819284439087,187.59893798828125,2.0172386169433594,0,17323.57,529.48
39,0.51291,0.43056,0.4681410741200038,0.41547,0.25104229199758743,0.24753,0.08631841838359833,0.030896728858351707,0.3471232056617737,58.37386703491211,1.8286620378494263,0,12049.48,483.137
40,0.51115,0.43695,0.4711464877122667,0.41632,0.24819095240084926,0.24682,0.05841219425201416,0.0310171227902174,0.34654200077056885,170.21981811523438,2.237333297729492,0,11108.37,491.076
41,0.51412,0.43888,0.4735298753410283,0.4233,0.2523500692864319,0.25105,0.05510014295578003,0.02578621357679367,0.3478487730026245,108.64570617675781,2.262448310852051,0,10167.91,512.709
42,0.52201,0.43941,0.47716172765284687,0.42355,0.2527022868230747,0.25119,0.059267040342092514,0.029107503592967987,0.3469826579093933,190.39527893066406,1.5685731172561646,0,15340.86,459.96
43,0.51801,0.4427,0.4774032267801938,0.42517,0.25381517863785347,0.25269,0.08417770266532898,0.03761136159300804,0.34408098459243774,165.36146545410156,1.9417668581008911,0,11789.15,461.439
44,0.53079,0.43975,0.4810000669730253,0.42717,0.2587843331725135,0.25417,0.08510230481624603,0.03942658379673958,0.339185893535614,176.8566131591797,2.0064122676849365,0,11922.51,640.663
45,0.53437,0.4424,0.4840551777798254,0.43052,0.2590364197879349,0.2566,0.044189147651195526,0.03154843673110008,0.3433593511581421,168.60723876953125,1.7328749895095825,0,11682.75,463.403
46,0.52848,0.44971,0.48592347253601037,0.43325,0.26009336002206795,0.25871,0.056454114615917206,0.03402908518910408,0.33878782391548157,165.16229248046875,2.0764496326446533,0,11683.17,583.452
47,0.52806,0.44898,0.48531969786293294,0.43764,0.263082270398686,0.26001,0.0637248232960701,0.04373989999294281,0.3367760479450226,150.40757751464844,3.544529914855957,0,11347.18,505.705
48,0.53172,0.44962,0.4872357111704404,0.43502,0.2632319823195083,0.26012,0.10720597952604294,0.03524508699774742,0.33671844005584717,171.80958557128906,1.4592866897583008,0,14898.04,596.583
49,0.54384,0.44614,0.4901690490716984,0.44222,0.26470439652046573,0.26317,0.06263794749975204,0.03161098062992096,0.33725932240486145,155.08909606933594,2.2616238594055176,0,14640.77,584.663
50,0.54038,0.45444,0.4936979296757202,0.44037,0.2669372510746497,0.26438,0.09218736737966537,0.04917797073721886,0.3392682671546936,164.6970672607422,1.9451210498809814,0,15893.38,614.553
51,0.53712,0.45765,0.49421065773998013,0.4468,0.26952370078676935,0.26722,0.03767462447285652,0.026387205347418785,0.3381444811820984,194.93124389648438,2.0973026752471924,0,16450.96,483.311
52,0.54649,0.45356,0.49570722343882806,0.44835,0.2711467836161698,0.26826,0.06644485890865326,0.032480739057064056,0.3358202278614044,167.63937377929688,2.5429131984710693,0,11543.64,589.219
53,0.53983,0.45216,0.4921209544451053,0.4425,0.2684157441251108,0.26566,0.05257878825068474,0.046353235840797424,0.33554694056510925,181.28561401367188,2.146544933319092,0,10331.61,493.741
54,0.5393,0.46222,0.4977938453550603,0.44885,0.2695930795814541,0.26864,0.04379423335194588,0.0403343103826046,0.333390474319458,203.00962829589844,2.517455577850342,0,12797.56,603.31
55,0.54083,0.46839,0.5020101934166981,0.45194,0.2744732085904509,0.27071,0.040298812091350555,0.03753403201699257,0.3343355059623718,235.1003875732422,2.3814170360565186,0,11114.15,546.382
56,0.5461,0.46169,0.5003600134948749,0.45154,0.27436931955202737,0.26998,0.0758185014128685,0.03340902552008629,0.3337043523788452,221.7255096435547,2.4543373584747314,0,10492.53,587.19
57,0.54372,0.46948,0.503880113699171,0.4537,0.276543584326343,0.27323,0.050782714039087296,0.034954983741045,0.3310405910015106,222.17349243164062,2.544801950454712,0,13275.79,581.624
58,0.54539,0.47218,0.506151419951453,0.4589,0.2798469686609303,0.2759,0.06858410686254501,0.03098413720726967,0.33431893587112427,201.8814239501953,2.718243360519409,0,14167.82,591.091
59,0.54362,0.47136,0.5049177780842973,0.45663,0.27819287120571456,0.2742,0.07041703909635544,0.050477635115385056,0.32762473821640015,230.11016845703125,2.7600443363189697,0,10149.31,567.255
60,0.5405,0.47054,0.5030995212850135,0.45808,0.2799249318846607,0.27515,0.05247625336050987,0.05369437485933304,0.33274737000465393,203.49224853515625,2.8136634826660156,0,14366.28,558.516
61,0.5447,0.46873,0.5038675211904127,0.45699,0.2816506447685652,0.27488,0.04937335476279259,0.04248668625950813,0.33081525564193726,263.56402587890625,2.9014694690704346,0,13529.87,475.053
62,0.54901,0.47411,0.5088183812260535,0.45991,0.28117224631934157,0.27702,0.03864379599690437,0.033234477043151855,0.33126258850097656,187.4855194091797,2.852801561355591,0,10690.23,583.36
63,0.55391,0.47722,0.5127131015487862,0.46083,0.278073409923429,0.27584,0.07492725551128387,0.047628313302993774,0.3299557566642761,234.40533447265625,2.877228021621704,0,12755.03,562.613
64,0.56313,0.46968,0.5121772608708282,0.46219,0.28197379867251515,0.27778,0.04907428100705147,0.0511980876326561,0.32998815178871155,239.41038513183594,3.3656210899353027,0,15490.05,604.816
65,0.55912,0.48084,0.517033848994192,0.46629,0.2831697019310745,0.27962,0.05405328795313835,0.02821536920964718,0.329277902841568,202.44244384765625,2.7255494594573975,0,13299.52,589.469
66,0.55943,0.48,0.5166801035182745,0.46758,0.2831907551896979,0.28059,0.03027379885315895,0.05094551295042038,0.3265746533870697,191.3316650390625,3.219118356704712,0,11966.83,481.598
67,0.55933,0.47686,0.5148131207597063,0.46622,0.28285997086861076,0.2798,0.07941155880689621,0.0585826076567173,0.3270891308784485,194.58453369140625,4.250041484832764,0,14744.34,467.575
68,0.56575,0.47258,0.5149848988279256,0.46727,0.2862678019812835,0.28111,0.09390522539615631,0.05649435892701149,0.3239830434322357,169.8172149658203,3.1886136531829834,0,14282.16,458.053
69,0.56011,0.4811,0.5176072473372327,0.47085,0.28832869141295536,0.2832,0.037060633301734924,0.03623301908373833,0.32659560441970825,241.73414611816406,2.8906121253967285,0,10958.73,463.908
70,0.55239,0.48608,0.5171179354242299,0.46639,0.28476990240395483,0.28016,0.04855235293507576,0.03661566600203514,0.32303574681282043,173.00155639648438,3.5445609092712402,0,11896.22,461.462
71,0.56449,0.48158,0.5197493364688788,0.47089,0.285741199560036,0.28194,0.023006780073046684,0.04323965311050415,0.32340264320373535,264.89874267578125,2.8724355697631836,0,12299.3,461.816
72,0.56994,0.47478,0.5180260992419021,0.47085,0.286228894997808,0.28208,0.09698615968227386,0.05966213718056679,0.322521835565567,143.228271484375,3.486910820007324,0,18138.15,460.661
73,0.56801,0.4783,0.5193091588534946,0.47258,0.2836755925836098,0.28184,0.07840162515640259,0.0570344552397728,0.3226456642150879,276.7823486328125,3.2390599250793457,0,10718.05,460.97
74,0.56954,0.48058,0.5212919155905992,0.47147,0.28766079039546233,0.28282,0.030277805402874947,0.03862793743610382,0.3206622302532196,267.8905029296875,3.546377658843994,0,14263.09,460.526
75,0.56343,0.48027,0.5185369859154929,0.47215,0.28600943853257627,0.28275,0.07642709463834763,0.05298968404531479,0.32084718346595764,276.0543518066406,4.26361083984375,0,15167.31,458.236
76,0.56489,0.48362,0.5211053815414254,0.47148,0.2872912966273643,0.28306,0.02358492836356163,0.037418533116579056,0.3245662450790405,295.4800720214844,3.3038077354431152,0,10725.86,453.908
77,0.56776,0.48317,0.522060649519949,0.47181,0.28643359906329957,0.28244,0.04816826805472374,0.06366004049777985,0.32060641050338745,216.97743225097656,3.742946147918701,0,12711.53,456.879
78,0.56835,0.48147,0.5213150340058297,0.47366,0.28966675800573816,0.28457,0.09610408544540405,0.04363613203167915,0.3175342381000519,217.90878295898438,3.7216310501098633,0,13647.68,457.832
79,0.56558,0.48524,0.5223388195885119,0.47479,0.28759408913813017,0.28427,0.026439296081662178,0.054322391748428345,0.32182037830352783,208.33860778808594,4.0712571144104,0,11933.06,453.705
80,0.56076,0.48959,0.5227638185366782,0.47447,0.2909410844610044,0.28537,0.02564665675163269,0.061706386506557465,0.31741198897361755,314.45074462890625,3.8920793533325195,0,13383.42,456.712
81,0.5606,0.49112,0.523564964058875,0.47814,0.28913519198176185,0.28619,0.027250638231635094,0.0466739721596241,0.32020777463912964,311.2066650390625,4.9718475341796875,0,12602.95,459.43
82,0.57705,0.48355,0.5261786300207429,0.47714,0.2913612707126014,0.28572,0.03522936999797821,0.0690530315041542,0.31954631209373474,128.98358154296875,3.4763097763061523,0,11529.56,589.233
83,0.57172,0.48944,0.5273900953673337,0.47741,0.29297217863178593,0.28669,0.016174286603927612,0.03285800665616989,0.31917136907577515,291.4677734375,3.732898235321045,0,16475.59,504.351
84,0.57668,0.4861,0.5275299648092737,0.47705,0.29115475860990364,0.28586,0.027685996145009995,0.0497872531414032,0.31788530945777893,200.67466735839844,3.9275333881378174,0,11425.33,616.543
85,0.57098,0.48924,0.5269590371809624,0.4783,0.2902104073938563,0.28634,0.01786784827709198,0.05147697031497955,0.31532928347587585,313.6468811035156,3.965550661087036,0,10461.59,451.491
86,0.5751,0.48862,0.5283446057233107,0.47905,0.28938255935184315,0.28597,0.024798156693577766,0.045878808945417404,0.3153369426727295,236.99375915527344,3.9962570667266846,0,12671.69,469.077
87,0.574,0.49063,0.5290506936682227,0.48002,0.2905628108333029,0.28696,0.02368246763944626,0.055657435208559036,0.3138085603713989,311.1083068847656,4.026448726654053,0,9926.43,611.87
88,0.57357,0.48978,0.5283737520101566,0.4808,0.2914750970404791,0.28723,0.02659629099071026,0.05794213339686394,0.315245658159256,361.1211242675781,4.795912265777588,0,14808.27,638.195
89,0.58249,0.48487,0.5292158714960276,0.48057,0.291376710213166,0.28733,0.014916294254362583,0.04466942325234413,0.3157386779785156,224.33702087402344,4.558221817016602,0,11084.75,601.656
90,0.57631,0.48702,0.527916067824664,0.47963,0.292674625811521,0.28698,0.016695348545908928,0.07049722969532013,0.3158096969127655,287.09381103515625,4.33439826965332,0,15749.68,468.276
91,0.57582,0.48683,0.5275988342351667,0.48001,0.2921752574889624,0.28686,0.011779958382248878,0.04963883012533188,0.3117083013057709,223.134765625,4.935850143432617,0,17335.21,457.868
92,0.58049,0.48338,0.5275029020463027,0.48003,0.2902054079471333,0.28659,0.013122467324137688,0.05483749136328697,0.3088303506374359,245.23342895507812,5.249056816101074,0,13154.41,453.847
93,0.57505,0.48418,0.5257171889013718,0.4781,0.2882758362836088,0.28541,0.011974355205893517,0.025536326691508293,0.30976545810699463,256.1990966796875,5.165312767028809,0,17176.55,453.241
94,0.57297,0.48546,0.5255973776253507,0.47819,0.28789234576232825,0.28523,0.008572381921112537,0.04707686975598335,0.30635303258895874,293.7516784667969,5.013722896575928,0,15509.88,439.093
95,0.57414,0.48538,0.5260421194503171,0.47956,0.2888402984834516,0.28572,0.012916290201246738,0.04586389660835266,0.30888497829437256,230.0625,4.993274211883545,0,16446.09,439.333
96,0.57523,0.48721,0.5275739021497685,0.48008,0.2898504363461103,0.28599,0.008488115854561329,0.03603579103946686,0.3076208829879761,274.6952819824219,5.157121658325195,0,16424.84,441.721
97,0.57987,0.48844,0.5302425378401401,0.48077,0.2894779328919374,0.28655,0.006957583129405975,0.03998158127069473,0.3077065944671631,258.81964111328125,5.598609447479248,0,14068.71,583.306
98,0.57922,0.48581,0.5284186702721989,0.48071,0.288719154902655,0.28623,0.011896513402462006,0.04603934660553932,0.3055395185947418,193.1645965576172,5.3534016609191895,0,15772.76,537.816
99,0.57431,0.48857,0.5279817791284058,0.48036,0.2886486166251289,0.28599,0.007816771045327187,0.039633769541978836,0.3056485652923584,230.83544921875,6.037468433380127,0,11356.91,440.571
100,0.57379,0.48786,0.5273474109169689,0.47932,0.2888139298340664,0.28555,0.006881086155772209,0.05290650948882103,0.30213335156440735,149.50584411621094,5.153622150421143,0,17577.35,441.728
