epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1
1,580.718,0.85357,0.46567,0.08941,0.51175,0.43573,0.41455,0.2418,0.70938,0.51535,0.07293,0.0001,0.0001
2,1165.45,0.85225,0.46455,0.08869,0.51139,0.43554,0.41451,0.24175,0.70937,0.51529,0.07293,0.0001,0.0001
3,1736.6,0.8563,0.46389,0.08919,0.51113,0.4353,0.41446,0.24175,0.70929,0.51532,0.07292,0.0001,0.0001
