epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
55,381.794,1.25313,0.38346,0.13873,0.36122,0.30812,0.25172,0.1118,1.04072,0.45198,0.10323,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,756.475,1.44194,0.32997,0.1687,0.18378,0.148,0.08883,0.03238,1.53682,0.29518,0.15647,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,1126.9,1.36762,0.34883,0.15209,0.30857,0.27249,0.20893,0.09623,1.12129,0.42072,0.10522,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,1498.79,1.44139,0.32627,0.16542,0.36071,0.32691,0.26152,0.13554,0.98305,0.45434,0.09936,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,1866.99,1.44593,0.33125,0.1683,0.08032,0.07147,0.03106,0.00992,1.82405,0.24541,0.17851,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,2242.8,1.44531,0.33068,0.17906,0.35197,0.34258,0.26559,0.13258,0.95351,0.47553,0.0957,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,2621.11,1.1073,0.42517,0.1195,0.39932,0.37906,0.31861,0.17275,0.85088,0.50078,0.08508,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,2998.5,1.06042,0.43807,0.1143,0.41138,0.38471,0.331,0.18431,0.82073,0.50928,0.083,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,3381.77,1.0958,0.42646,0.11936,0.39944,0.35479,0.30219,0.14852,0.92555,0.48351,0.08836,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,3755.98,1.12219,0.41778,0.1186,0.40676,0.38053,0.32479,0.17618,0.85807,0.49637,0.08505,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,4127.89,1.24387,0.38284,0.13433,0.3886,0.33025,0.27854,0.13143,0.9888,0.45789,0.09488,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,4504.51,1.03511,0.44392,0.11016,0.42276,0.39428,0.34148,0.18581,0.81064,0.51416,0.08061,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,4892.56,1.0312,0.44072,0.11192,0.44307,0.39228,0.34876,0.19374,0.79608,0.51142,0.07983,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,5264.18,1.29519,0.37092,0.14282,0.08109,0.06614,0.02531,0.00748,1.98174,0.23034,0.19065,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,5647.68,1.33451,0.35738,0.14433,0.2262,0.19168,0.12922,0.04382,1.3408,0.3687,0.11523,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,6022.7,1.38832,0.35174,0.14587,0.37137,0.32911,0.27117,0.13033,0.98956,0.46498,0.09057,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,6397.47,1.14751,0.40982,0.11726,0.20449,0.16581,0.10908,0.03731,1.4728,0.33668,0.11765,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,6779.88,1.47465,0.32601,0.15506,0.11106,0.0806,0.03964,0.01276,1.84138,0.23281,0.16638,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,7158.19,1.34204,0.35178,0.14258,0.28944,0.25727,0.18608,0.07012,1.1968,0.40344,0.10545,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,7527.49,1.44047,0.33169,0.15536,0.1668,0.16119,0.0783,0.02376,1.40134,0.34458,0.1295,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,7905.84,1.3668,0.34824,0.14645,0.39268,0.33565,0.28184,0.14584,0.95457,0.45732,0.08955,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,8273.49,1.0521,0.43098,0.10671,0.42437,0.38305,0.33404,0.17458,0.84993,0.50037,0.0813,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,8643.08,1.00438,0.44318,0.10444,0.4401,0.40563,0.36101,0.19997,0.78728,0.51098,0.07849,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,364.535,0.96732,0.44895,0.10038,0.44808,0.41145,0.36899,0.20768,0.76796,0.51608,0.07736,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,721.732,0.93883,0.45181,0.09815,0.45389,0.42227,0.37974,0.21632,0.75634,0.51663,0.07627,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,1078.63,0.93799,0.4532,0.09577,0.45698,0.42592,0.38339,0.21872,0.75191,0.51706,0.07557,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,348.347,0.89851,0.45663,0.09326,0.46653,0.42218,0.38531,0.21933,0.75704,0.51902,0.07693,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,691.774,0.9107,0.45113,0.09558,0.46374,0.42394,0.38599,0.21907,0.76058,0.51608,0.07757,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,1030.87,0.89691,0.45579,0.09203,0.46666,0.42311,0.38768,0.22132,0.75484,0.5178,0.07667,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,350.675,0.88194,0.45293,0.0907,0.47257,0.41936,0.38742,0.2198,0.74993,0.51428,0.07609,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,696.079,0.95667,0.43756,0.09565,0.475,0.41761,0.38648,0.21623,0.75641,0.51419,0.07661,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,341.447,0.88894,0.44575,0.0881,0.47156,0.42064,0.38438,0.21539,0.76644,0.51892,0.07814,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,683.854,0.92718,0.43949,0.093,0.47589,0.41958,0.38396,0.21615,0.76155,0.52062,0.07817,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,1024.74,1.07985,0.41116,0.10468,0.45255,0.40145,0.36052,0.18687,0.8334,0.5068,0.08111,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,1366.52,1.03323,0.42731,0.10666,0.4744,0.41172,0.37618,0.21032,0.77664,0.5121,0.07848,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,391.477,0.95352,0.42977,0.09367,0.46665,0.41709,0.37905,0.21113,0.77054,0.51496,0.07796,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,715.782,1.08417,0.41717,0.10497,0.45201,0.40393,0.36427,0.19609,0.80098,0.50885,0.07898,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,1033.18,0.93206,0.45236,0.08321,0.44786,0.39842,0.36101,0.19561,0.80454,0.50653,0.07874,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,371.563,0.98462,0.42073,0.09893,0.44303,0.39814,0.35496,0.19026,0.82478,0.49875,0.07993,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,742.759,0.98228,0.42487,0.09867,0.45099,0.39454,0.35924,0.19605,0.81263,0.49968,0.07898,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,1109.96,1.0004,0.42356,0.09838,0.4569,0.38447,0.35276,0.18896,0.83287,0.49706,0.0801,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,1474.09,1.05461,0.41748,0.10331,0.44123,0.37161,0.33369,0.1711,0.89131,0.48331,0.08215,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,1843.66,1.37519,0.35461,0.13108,0.42544,0.34315,0.30802,0.15348,0.94878,0.46625,0.08344,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,2214.48,1.46015,0.32307,0.14111,0.37509,0.2829,0.23989,0.1172,1.16995,0.40566,0.09444,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,2583.95,1.29865,0.36186,0.12502,0.35143,0.27425,0.22132,0.10117,1.22521,0.39424,0.09873,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,2959.27,1.12345,0.40074,0.10439,0.39702,0.30446,0.26271,0.12473,1.09757,0.42453,0.09092,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
