completed_epoch,variant,stage,run_id,precision,recall,map50,map,map75,loss_giou,loss_class,loss_bbox,loss_fgl,loss_fgl_aux,loss_bbox_pre,loss_giou_pre,gradient_norm,fdr_gradient_norm,cuda_peak_mib
13,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.33647,0.30089,0.23907,0.13552,0.13299088758107783,1.2543894052505493,0.44516968727111816,0.20860567688941956,0.6262080669403076,3.031660556793213,0.2580391466617584,1.7156637907028198,80.38209533691406,118.04730224609375,11398.91
14,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.34607,0.31425,0.25274,0.14755,0.14852127444876254,1.2265125513076782,0.4447139501571655,0.2009914070367813,0.7216203212738037,3.5610783100128174,0.2155989557504654,1.5763996839523315,66.62552642822266,91.36491394042969,11022.08
15,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.35388,0.32984,0.27182,0.15887,0.15883551066761573,1.2248151302337646,0.43813085556030273,0.19563612341880798,0.6042672991752625,2.9743893146514893,0.24770492315292358,1.7616686820983887,82.03108978271484,112.89851379394531,15442.14
16,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.3681,0.33413,0.27695,0.16209,0.16169824608407873,1.1917842626571655,0.4426173269748688,0.18989373743534088,0.5002774596214294,2.4195055961608887,0.36694344878196716,2.01733660697937,73.37075805664062,116.6671371459961,12687.95
17,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.38125,0.34089,0.29159,0.17151,0.17216052806031484,1.1879534721374512,0.43894708156585693,0.188205748796463,0.5627273917198181,2.7664082050323486,0.4012943506240845,1.8145309686660767,76.07504272460938,148.3095245361328,11451.61
18,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.40789,0.3498,0.30932,0.17977,0.17957870554719485,1.163977861404419,0.4385019838809967,0.18263579905033112,0.6472963094711304,3.0458924770355225,0.23152625560760498,1.7715097665786743,84.34175872802734,96.61045837402344,9908.59
19,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.42514,0.35802,0.31938,0.18507,0.18406275111249337,1.1480971574783325,0.43851688504219055,0.1762429028749466,0.6694163084030151,3.337592840194702,0.2656083106994629,1.6234169006347656,79.95364379882812,103.4455795288086,8854.4
20,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.4233,0.3658,0.32424,0.18892,0.1900235825509277,1.127519965171814,0.43910637497901917,0.1710832417011261,0.5039461255073547,2.3506765365600586,0.3386911451816559,2.0435426235198975,73.4927978515625,85.5428695678711,10428.31
21,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.42917,0.37837,0.33936,0.19779,0.19768778583190366,1.129492998123169,0.43486860394477844,0.16982226073741913,0.7703326940536499,3.9020743370056152,0.267228901386261,1.367222785949707,82.9857406616211,115.76488494873047,14216.12
22,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.41379,0.36617,0.32479,0.18891,0.1878751467000826,1.1159791946411133,0.43449777364730835,0.16830217838287354,0.7144078016281128,3.481170415878296,0.20838767290115356,1.5983226299285889,83.67473602294922,134.543701171875,12744.71
23,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.44725,0.37587,0.34467,0.20127,0.20049967562088233,1.086850643157959,0.4388231933116913,0.15841145813465118,0.8575613498687744,4.350249767303467,0.21265101432800293,1.2390961647033691,89.77096557617188,158.8538818359375,10601.99
24,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.44947,0.386,0.3526,0.20654,0.20452534817907814,1.0924099683761597,0.43448880314826965,0.16213087737560272,0.4938097894191742,2.4276628494262695,0.36115723848342896,1.9530235528945923,89.20597839355469,83.27583312988281,11238.67
25,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.4584,0.38792,0.35686,0.21022,0.21137325973345575,1.0601258277893066,0.438649445772171,0.15435953438282013,0.46096906065940857,2.1579809188842773,0.356862336397171,2.1509740352630615,83.23690795898438,124.47357177734375,13195.56
26,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.443,0.40145,0.36121,0.21213,0.2099698642577712,1.0813889503479004,0.4308920204639435,0.15867085754871368,0.7854286432266235,3.9412081241607666,0.18961608409881592,1.2991093397140503,76.82131958007812,124.57176971435547,9268.44
27,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.45611,0.39964,0.3676,0.21496,0.21316112047793406,1.0629514455795288,0.43356987833976746,0.15800005197525024,0.8828224539756775,4.446752071380615,0.13406503200531006,1.1415895223617554,90.2553482055664,147.37155151367188,11146.21
28,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.4785,0.40323,0.37666,0.22199,0.21888455437577256,1.0582934617996216,0.43238565325737,0.15072064101696014,0.7129661440849304,3.4571075439453125,0.21329264342784882,1.5664546489715576,87.8622055053711,157.07240295410156,11207.14
29,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.47928,0.40529,0.38164,0.22451,0.22341936291869055,1.0380183458328247,0.4339900314807892,0.15104573965072632,0.7448359727859497,3.653453826904297,0.20997340977191925,1.5272992849349976,77.05511474609375,180.40109252929688,12804.26
30,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.48864,0.42222,0.39498,0.23251,0.23283106662774217,1.0380618572235107,0.43345099687576294,0.14983254671096802,0.869197428226471,4.354391098022461,0.15055716037750244,1.2025306224822998,83.62360382080078,161.9584197998047,10060.74
31,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.50015,0.41372,0.39233,0.23116,0.23038571649203923,1.0289418697357178,0.43262070417404175,0.1523093283176422,0.797853410243988,4.0025410652160645,0.15963681042194366,1.4095438718795776,92.38050842285156,55.23978805541992,15097.12
32,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.48947,0.40888,0.39116,0.23053,0.23098506486098053,1.0285564661026,0.43202799558639526,0.14673243463039398,0.6935279369354248,3.4286577701568604,0.2146921306848526,1.6182324886322021,83.76629638671875,112.42675018310547,12371.45
33,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.49987,0.41636,0.39422,0.23191,0.23145219997831531,1.0126510858535767,0.43294739723205566,0.14396631717681885,0.7539609670639038,3.7920730113983154,0.19532179832458496,1.345884084701538,91.57424926757812,76.49679565429688,12691.65
34,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.48834,0.4244,0.40167,0.23663,0.2372466158045881,1.0174211263656616,0.43164220452308655,0.14374707639217377,0.6651126146316528,3.1639456748962402,0.22589559853076935,1.691579818725586,89.77203369140625,157.98472595214844,17161.33
35,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.50702,0.42142,0.40566,0.24047,0.23989852607189208,1.0003732442855835,0.43413907289505005,0.14323441684246063,0.6929767727851868,3.3889641761779785,0.2036636769771576,1.600545048713684,92.06678009033203,209.08554077148438,10070.72
36,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.51096,0.42321,0.40529,0.23881,0.2376807532192211,0.9769390225410461,0.43909960985183716,0.1336478441953659,0.6668052673339844,3.303054094314575,0.20380906760692596,1.645774006843567,75.2576904296875,177.7602996826172,16766.59
37,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.50693,0.42894,0.41004,0.24338,0.24330644107524554,0.9779638648033142,0.4365317225456238,0.13430221378803253,0.8136392831802368,4.092483997344971,0.22838738560676575,1.34956693649292,82.97869110107422,155.71221923828125,16697.49
38,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.51223,0.42888,0.41481,0.24662,0.24881427089941283,0.9653799533843994,0.4374522864818573,0.134415864944458,0.712682843208313,3.6011857986450195,0.2534615099430084,1.441084623336792,108.28834533691406,177.23715209960938,16735.71
39,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.4991,0.4403,0.4141,0.24578,0.2441677999380966,0.9636866450309753,0.4362800419330597,0.1289995014667511,0.6941316723823547,3.464949607849121,0.29804760217666626,1.5744645595550537,95.8744888305664,172.0655517578125,11467.56
40,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.50786,0.43885,0.41587,0.24836,0.2500388794342411,0.9551839828491211,0.43720126152038574,0.12597860395908356,0.7217668890953064,3.6257503032684326,0.2000616043806076,1.4675945043563843,80.68143463134766,112.72642517089844,10521.97
41,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.5094,0.44162,0.41966,0.25002,0.2516208975189935,0.9517617225646973,0.43870025873184204,0.12848399579524994,0.8894758224487305,4.506829261779785,0.1197023093700409,1.106170415878296,92.54901885986328,147.9187774658203,9564.06
42,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.51946,0.4445,0.4221,0.25036,0.25128372223732065,0.9406063556671143,0.43918049335479736,0.1257675737142563,0.7247146368026733,3.5989725589752197,0.13945701718330383,1.3766722679138184,93.19891357421875,157.74295043945312,14741.06
43,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.51796,0.44556,0.42633,0.25388,0.25434906182159656,0.9455820322036743,0.43756046891212463,0.13042786717414856,0.6841529607772827,3.3483383655548096,0.2712233066558838,1.6490049362182617,78.32992553710938,175.83729553222656,11202.72
44,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.52303,0.44427,0.42895,0.25497,0.2590109207709495,0.9418055415153503,0.43704450130462646,0.12618401646614075,0.7034081220626831,3.4280121326446533,0.16563017666339874,1.5331757068634033,73.74516296386719,151.50552368164062,11331.25
45,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.53492,0.45245,0.43667,0.26106,0.26441491598762984,0.9301447868347168,0.43924733996391296,0.1254785805940628,0.7836103439331055,3.888005495071411,0.1498747617006302,1.3783156871795654,81.43708038330078,208.57913208007812,11090.58
46,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.54476,0.44754,0.43929,0.26121,0.26445002822307395,0.9223775267601013,0.43787357211112976,0.12383532524108887,0.6615233421325684,3.3303606510162354,0.33967506885528564,1.6311547756195068,103.62677001953125,171.3992156982422,11092.23
47,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.53437,0.45011,0.43613,0.2602,0.261535842219248,0.9302337765693665,0.4360518157482147,0.12640400230884552,0.6828433871269226,3.297030448913574,0.147650346159935,1.616188883781433,91.60208892822266,170.21815490722656,10752.32
48,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.5279,0.44872,0.43761,0.26141,0.2649685850697453,0.9122694730758667,0.43971848487854004,0.11696723848581314,0.7278892993927002,3.71177339553833,0.21342170238494873,1.3764293193817139,82.50634765625,199.72544860839844,14309.54
49,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.54443,0.45254,0.4448,0.26568,0.2709856805214593,0.9102175235748291,0.4385395050048828,0.12043973058462143,0.6527372598648071,3.227235794067383,0.1617514193058014,1.643396019935608,84.75128936767578,184.5381317138672,14050.21
50,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.53395,0.4504,0.44016,0.26358,0.26654774300403666,0.900265097618103,0.4399893879890442,0.11659049987792969,0.6522663831710815,3.187525510787964,0.1763450801372528,1.6177659034729004,120.60303497314453,71.91336822509766,15306.48
51,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.53904,0.46053,0.44842,0.26825,0.2708618305705869,0.9018653631210327,0.44077593088150024,0.117121621966362,0.6019416451454163,3.049139976501465,0.1644475758075714,1.6470811367034912,102.22916412353516,183.72335815429688,15861.86
52,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.54027,0.46133,0.44924,0.2689,0.2727384087219136,0.8917881846427917,0.44234564900398254,0.11452396959066391,0.5362924933433533,2.716273069381714,0.1955251842737198,1.8625646829605103,99.2552719116211,80.85423278808594,10946.62
53,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.53909,0.45949,0.44771,0.26767,0.27091364531559325,0.8951370716094971,0.440539687871933,0.11764581501483917,0.7944458723068237,3.931535005569458,0.16058018803596497,1.4198081493377686,111.29332733154297,202.67694091796875,9745.01
54,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.55967,0.45618,0.45227,0.27033,0.2717065445300221,0.8960985541343689,0.4377303719520569,0.11945731192827225,0.7659797072410583,3.8570921421051025,0.16166873276233673,1.3617818355560303,84.265380859375,184.4172821044922,12213.72
55,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.55656,0.45765,0.45086,0.27109,0.2750336112342839,0.8745303153991699,0.44251614809036255,0.11047036200761795,0.9730688333511353,4.936875343322754,0.10863573849201202,0.9369390606880188,121.16554260253906,185.5694580078125,10524.99
56,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.56545,0.4552,0.45104,0.26937,0.2736069037875031,0.8793882131576538,0.4405394196510315,0.11185431480407715,0.7019487619400024,3.464909553527832,0.13574905693531036,1.5668195486068726,100.80590057373047,76.61095428466797,9896.73
57,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.55462,0.46223,0.45604,0.27306,0.2760709397928089,0.8785946369171143,0.4409974217414856,0.11284535378217697,0.8093035817146301,4.031599044799805,0.15338900685310364,1.2889986038208008,100.24624633789062,228.67160034179688,12681.34
58,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.56367,0.46034,0.45942,0.27506,0.2784787749066524,0.8601338863372803,0.4437100887298584,0.10660392791032791,0.7835371494293213,3.849383592605591,0.10816743224859238,1.3817119598388672,107.45818328857422,156.38629150390625,13578.4
59,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.5417,0.46994,0.45536,0.27227,0.275615231653484,0.864478349685669,0.4422898292541504,0.10770019888877869,0.8191068172454834,4.138809680938721,0.22835776209831238,1.3228044509887695,116.4748306274414,214.3534393310547,9539.4
60,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.5535,0.4632,0.45711,0.27283,0.27665243669625517,0.8701388835906982,0.44053030014038086,0.11222302913665771,0.621890127658844,3.0578839778900146,0.1858491152524948,1.7572122812271118,110.29300689697266,153.46023559570312,13776.8
61,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.5518,0.47069,0.46122,0.27631,0.28008016149385606,0.85284024477005,0.4430142045021057,0.10637437552213669,0.829274594783783,4.132725715637207,0.1292775720357895,1.2647740840911865,102.43991088867188,207.02098083496094,12947.48
62,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.55197,0.4735,0.46184,0.27681,0.27978616276620333,0.8463418483734131,0.4436343014240265,0.1051783412694931,0.8025200366973877,4.008945941925049,0.10379756987094879,1.2364815473556519,129.7335205078125,240.39871215820312,10105.32
63,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.55699,0.46876,0.4608,0.27647,0.2795747100548309,0.8483057022094727,0.4416966438293457,0.10398735105991364,0.5088456273078918,2.52048397064209,0.4055204689502716,2.0680418014526367,100.77252960205078,147.15293884277344,12172.35
64,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.56617,0.46941,0.46569,0.27868,0.2833430045232487,0.8437845706939697,0.44368454813957214,0.10494212061166763,0.8638165593147278,4.348808765411377,0.13390226662158966,1.128399133682251,105.57884979248047,218.2384033203125,14905.63
65,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.56899,0.47724,0.46892,0.28079,0.28588441264676867,0.8434751629829407,0.4421347379684448,0.10308409482240677,0.8576178550720215,4.316389083862305,0.12931130826473236,1.2014142274856567,110.18170928955078,175.6614227294922,12711.35
66,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.56398,0.47575,0.47063,0.28129,0.2867697957308616,0.8354572057723999,0.4442279636859894,0.10141041874885559,0.8283786773681641,4.21712064743042,0.11005786061286926,1.2346856594085693,116.05638122558594,225.39268493652344,11376.2
67,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.56431,0.47331,0.47115,0.28233,0.28478898800913155,0.8421188592910767,0.44107481837272644,0.10314884036779404,0.746440052986145,3.7060723304748535,0.14684532582759857,1.4083480834960938,90.77871704101562,218.59906005859375,14150.61
68,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.56144,0.47296,0.47005,0.28164,0.2855701204726835,0.8245190978050232,0.4438563585281372,0.09640546143054962,0.7288394570350647,3.6203253269195557,0.21677441895008087,1.553691029548645,118.15776062011719,138.05126953125,13691.45
69,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.56193,0.48034,0.47054,0.28265,0.2864628784166159,0.8239842057228088,0.44411593675613403,0.10171004384756088,0.9749166965484619,5.009844779968262,0.06933330744504929,0.7593498826026917,119.90088653564453,244.3477325439453,10359.84
70,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.56921,0.47666,0.47122,0.28196,0.28552306072414835,0.8208510279655457,0.44331514835357666,0.09716862440109253,0.8807345628738403,4.511977672576904,0.10761956870555878,1.0395821332931519,100.34658813476562,169.5994415283203,11307.88
71,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.56464,0.48553,0.4741,0.2844,0.2880871587554582,0.8145453333854675,0.443358838558197,0.09868606925010681,0.8625373840332031,4.309338092803955,0.08827420324087143,1.2447655200958252,95.47293090820312,265.667724609375,11710.68
72,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.57157,0.47837,0.47374,0.28342,0.2890192625772888,0.8077070116996765,0.44577935338020325,0.09318142384290695,0.8491721749305725,4.32614803314209,0.11481689661741257,1.1429954767227173,98.58181762695312,251.7521209716797,17553.78
73,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.56939,0.47976,0.47493,0.28372,0.28667736132871297,0.8073061108589172,0.4444904923439026,0.09499341994524002,0.9251265525817871,4.698630332946777,0.07314351946115494,0.9895774126052856,141.0264892578125,301.3939208984375,10122.7
74,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.57374,0.48174,0.4769,0.2852,0.2886126441868174,0.8049377202987671,0.4439922273159027,0.09416131675243378,0.9189232587814331,4.610532283782959,0.08649448305368423,0.9921590685844421,105.81444549560547,181.21746826171875,13677.69
75,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.565,0.48537,0.47607,0.2856,0.28878709652031376,0.8009317517280579,0.4457607567310333,0.09304127842187881,0.9439292550086975,4.8111467361450195,0.09302778542041779,0.8645999431610107,120.8386459350586,251.06431579589844,14570.88
76,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.57145,0.48028,0.47463,0.28391,0.28809780592020545,0.7914087772369385,0.4469926953315735,0.08982675522565842,0.851516842842102,4.341097831726074,0.1292509138584137,1.0700536966323853,123.13600158691406,296.9239807128906,10140.04
77,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.56892,0.48154,0.475,0.28429,0.28765433358810966,0.8040363788604736,0.44386082887649536,0.09358049184083939,0.763278067111969,3.8131604194641113,0.21425418555736542,1.4247721433639526,110.86233520507812,217.26637268066406,12116.77
78,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.57561,0.48279,0.47708,0.28585,0.28811472422473117,0.8036085963249207,0.44274333119392395,0.0915636196732521,0.7385955452919006,3.689676523208618,0.2150512933731079,1.53431236743927,138.99655151367188,295.2113342285156,13063.94
79,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.57436,0.48271,0.47957,0.28772,0.29162323862874306,0.77970290184021,0.4463717043399811,0.08709791302680969,0.8709819912910461,4.355644702911377,0.10905082523822784,1.1466538906097412,119.32366943359375,184.01052856445312,11348.72
80,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.57772,0.48143,0.48083,0.28803,0.29107052499901787,0.7803627848625183,0.4442234933376312,0.08850850909948349,0.8624361157417297,4.3523359298706055,0.12465576082468033,1.1716444492340088,138.24588012695312,314.1922302246094,12793.75
81,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.57722,0.48375,0.48074,0.2875,0.28904152947831036,0.7819170951843262,0.44461557269096375,0.08769367635250092,0.9724677205085754,4.9542059898376465,0.09987270087003708,0.897787868976593,141.40914916992188,295.67169189453125,12012.57
82,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.57529,0.48815,0.48049,0.28824,0.29050321831917925,0.7756052017211914,0.44604966044425964,0.08453597128391266,0.9203348755836487,4.6532206535339355,0.06699654459953308,0.9639798402786255,92.68213653564453,301.15179443359375,10932.37
83,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.56916,0.49242,0.48119,0.28866,0.29324740506851266,0.7706142663955688,0.4469521939754486,0.0841526985168457,1.0231544971466064,5.206954479217529,0.07970286905765533,0.7202415466308594,110.0154800415039,311.5951232910156,15891.85
84,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.56662,0.48863,0.48108,0.288,0.2924357751204297,0.767305314540863,0.44727087020874023,0.08467724174261093,0.8950908780097961,4.600033760070801,0.08088574558496475,0.9275799989700317,115.14558410644531,228.07022094726562,10834.7
85,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.57193,0.48333,0.48114,0.28852,0.29265713645568076,0.7596230506896973,0.44779863953590393,0.0811329111456871,0.989412784576416,5.061412811279297,0.06198776513338089,0.710651159286499,99.53805541992188,252.95962524414062,9873.4
86,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.57858,0.47959,0.48255,0.28894,0.29076939760035886,0.7738865613937378,0.44505420327186584,0.08705166727304459,1.022550106048584,5.182089328765869,0.07193895429372787,0.7458551526069641,119.78878784179688,190.27452087402344,12075.91
87,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.57399,0.48789,0.48288,0.28907,0.2924088212210426,0.756367027759552,0.44621458649635315,0.08369077742099762,0.8415074348449707,4.282476425170898,0.11312800645828247,1.196616291999817,114.85216522216797,98.47766876220703,9294.85
88,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.58002,0.48519,0.48364,0.28988,0.2941801945893937,0.7555542588233948,0.4456961750984192,0.08036550134420395,0.9095712900161743,4.597797870635986,0.09953006356954575,1.0284150838851929,127.76997375488281,315.1932678222656,14218.92
89,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.57645,0.4878,0.48323,0.28911,0.2912652513498818,0.7581760883331299,0.4442538619041443,0.08174800127744675,1.027347207069397,5.210351943969727,0.07582217454910278,0.6501940488815308,128.7080078125,207.84124755859375,10495.52
90,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.57165,0.49045,0.48359,0.2895,0.29215764007872136,0.754179835319519,0.4464304447174072,0.08047773689031601,0.893943190574646,4.5110955238342285,0.09862878173589706,1.088457703590393,127.25238037109375,251.5592498779297,15160.29
91,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.57212,0.49081,0.4845,0.28957,0.29191735378064737,0.638285219669342,0.4649546146392822,0.0549403615295887,0.9942353367805481,5.025206089019775,0.05522948503494263,0.7545282244682312,184.04293823242188,227.05995178222656,16742.15
92,fdr,formal,fdr-formal-seed0-b54fbb2dfe73-2545f6830263,0.57064,0.49006,0.48473,0.29078,0.2936147255276428,0.6355674266815186,0.46467939019203186,0.05508370324969292,1.0681184530258179,5.388154029846191,0.04854631423950195,0.7238863110542297,152.5479736328125,227.6962127685547,12568.73
