epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
32,13554.8,1.01428,0.42174,0.15816,0.52815,0.43022,0.42172,0.25029,0.77243,0.47948,0.09277,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,13968.6,1.0068,0.4223,0.15721,0.52545,0.4267,0.4189,0.24958,0.78133,0.47945,0.0931,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,14381,1.00102,0.42184,0.14991,0.51411,0.44007,0.42225,0.25176,0.76386,0.48176,0.08926,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,14793.5,0.9886,0.42432,0.14922,0.53249,0.44069,0.43293,0.25869,0.75935,0.48176,0.08916,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,15204.7,0.97486,0.42671,0.14318,0.54546,0.43411,0.42969,0.25563,0.76946,0.47756,0.09087,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,15616.7,0.97395,0.4249,0.14411,0.52711,0.44543,0.42965,0.25667,0.75593,0.47968,0.08703,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,16027.2,0.95835,0.42643,0.14177,0.53031,0.45377,0.43939,0.2631,0.75028,0.47925,0.08726,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,16439.1,0.96346,0.42418,0.14138,0.52796,0.45784,0.44014,0.26516,0.74866,0.48202,0.08622,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,16850.5,0.95533,0.4256,0.13643,0.53667,0.45447,0.44363,0.2673,0.74013,0.48335,0.08494,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,17261.9,0.94548,0.42866,0.13549,0.54686,0.44907,0.44468,0.26704,0.73537,0.48245,0.08432,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,17672,0.9492,0.42551,0.14077,0.54632,0.4513,0.4471,0.26974,0.73538,0.48227,0.08455,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,18084,0.95161,0.42521,0.14146,0.55658,0.4482,0.44944,0.27103,0.73807,0.4807,0.08555,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,18496.5,0.94174,0.42544,0.13804,0.54991,0.45636,0.45075,0.27086,0.73359,0.48256,0.08349,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,18907.7,0.93768,0.42549,0.13708,0.5605,0.45415,0.45356,0.27253,0.72348,0.48213,0.08159,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,19318.9,0.92179,0.42646,0.13243,0.55964,0.4598,0.45683,0.27483,0.72675,0.48006,0.0827,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,19733.1,0.92797,0.42515,0.13459,0.555,0.4536,0.45135,0.27197,0.72528,0.48376,0.08305,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,20144.1,0.91611,0.42834,0.12671,0.55358,0.4672,0.45598,0.2752,0.72762,0.48261,0.08398,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,20556.8,0.91748,0.42561,0.13163,0.5516,0.46528,0.45614,0.2763,0.71977,0.4847,0.08228,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,20969.1,0.90396,0.42778,0.12707,0.55939,0.45716,0.45453,0.2756,0.71586,0.48553,0.08059,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,21380.6,0.90739,0.42742,0.12876,0.54884,0.47652,0.4623,0.27906,0.70939,0.48358,0.07869,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,21792.3,0.89543,0.42946,0.12427,0.55493,0.47565,0.46367,0.27929,0.70308,0.48614,0.0787,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,22204.5,0.89751,0.42798,0.12827,0.56223,0.46827,0.4634,0.28026,0.71336,0.48402,0.08154,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
